area_util,banheiros,suites,quartos,vagas_garagem,preco_venda,bairro,tipo_imovel,tipo_imovel_recategorized
6703,3.0,1.0,0.0,3.0,1.0,164500,Vila Sílvia,Apartamento,Apartamento
6704,64.0,1.0,1.0,2.0,1.0,332780,Vila Sônia,Apartamento,Apartamento
6706,112.0,1.0,1.0,3.0,2.0,475999,Vila Dom Pedro I,Casa de dois andares,Casa
6707,53.0,1.0,0.0,1.0,1.0,352800,Vila Guarani,Apartamento,Apartamento
6715,90.0,3.0,1.0,3.0,1.0,493499,Vila Mariana,Apartamento,Apartamento
6716,56.0,1.0,0.0,2.0,1.0,175000,Vila das Belezas,Apartamento,Apartamento
6717,78.0,1.0,0.0,3.0,1.0,251999,Jardim Japão,Apartamento,Apartamento
6718,73.0,2.0,1.0,3.0,1.0,217000,Campo Limpo,Apartamento,Apartamento
6721,75.0,1.0,1.0,2.0,1.0,387800,Vila Andrade,Apartamento,Apartamento
6724,125.0,3.0,1.0,3.0,2.0,315000,Jardim São Luís,Casa de dois andares,Casa
6725,68.0,2.0,1.0,2.0,2.0,336000,Parque Reboucas,Apartamento,Apartamento
6726,48.0,1.0,0.0,2.0,1.0,199500,Fazenda Morumbi,Apartamento,Apartamento
6727,50.0,1.0,0.0,2.0,1.0,154000,Parque Munhoz,Apartamento,Apartamento
6728,50.0,1.0,0.0,2.0,1.0,147000,Jardim Umarizal,Apartamento,Apartamento
6730,54.0,1.0,0.0,2.0,1.0,224000,Vila das Belezas,Apartamento,Apartamento
6731,55.0,1.0,0.0,2.0,1.0,164500,Parque Reboucas,Apartamento,Apartamento
6732,54.0,1.0,0.0,2.0,1.0,171500,Jardim Umarizal,Apartamento,Apartamento
6736,90.0,3.0,1.0,3.0,2.0,371000,Jardim São Luis,Casa de dois andares,Casa
6737,50.0,1.0,0.0,2.0,1.0,125999,Jardim Mitsutani,Apartamento,Apartamento
6738,60.0,1.0,0.0,3.0,1.0,164500,Parque Santo Antônio,Apartamento,Apartamento
6740,48.0,1.0,0.0,2.0,1.0,251999,Parque Rebouças,Apartamento,Apartamento
6741,57.0,1.0,1.0,2.0,1.0,214900,Parque Rebouças,Apartamento,Apartamento
6742,84.0,2.0,1.0,3.0,2.0,364000,Parque Reboucas,Apartamento,Apartamento
6743,50.0,1.0,0.0,3.0,1.0,164500,Parque Santo Antônio,Apartamento,Apartamento
6747,56.0,1.0,0.0,2.0,1.0,154000,Jardim Umarizal,Apartamento,Apartamento
6748,50.0,1.0,0.0,2.0,1.0,164500,Parque Munhoz,Apartamento,Apartamento
6749,76.0,2.0,1.0,3.0,2.0,339500,Vila das Belezas,Apartamento,Apartamento
6750,85.0,1.0,0.0,3.0,1.0,175000,Jardim Umarizal,Apartamento,Apartamento
6751,125.0,3.0,1.0,3.0,2.0,315000,Jardim São Luis,Casa de dois andares,Casa
6752,50.0,1.0,0.0,2.0,1.0,224000,Parque Reboucas,Apartamento,Apartamento
6753,66.0,2.0,1.0,3.0,2.0,329700,Vila Andrade,Apartamento,Apartamento
6755,53.0,1.0,0.0,2.0,1.0,189000,Vila das Belezas,Apartamento,Apartamento
6756,54.0,1.0,0.0,2.0,1.0,182000,Vila das Belezas,Apartamento,Apartamento
6757,58.0,1.0,0.0,2.0,1.0,147000,Jardim Umarizal,Apartamento,Apartamento
6760,54.0,1.0,0.0,2.0,1.0,130899,Chacara Santa Maria,Apartamento,Apartamento
6765,103.0,2.0,1.0,2.0,1.0,595000,Parque Rebouças,Apartamento,Apartamento
6766,54.0,1.0,0.0,2.0,1.0,129499,Chácara Santa Maria,Apartamento,Apartamento
6767,57.0,1.0,0.0,2.0,1.0,154000,Capão Redondo,Apartamento,Apartamento
6772,56.0,1.0,0.0,2.0,1.0,154000,Parque Regina,Apartamento,Apartamento
6773,56.0,1.0,0.0,2.0,1.0,168000,Parque Reboucas,Apartamento,Apartamento
6778,50.0,1.0,0.0,2.0,1.0,157500,Parque Munhoz,Apartamento,Apartamento
6780,54.0,1.0,0.0,2.0,1.0,185500,Chácara Nossa Senhora do Bom Conselho,Apartamento,Apartamento
6781,50.0,1.0,0.0,2.0,1.0,125999,Vila Fazzeoni,Apartamento,Apartamento
6782,56.0,1.0,0.0,2.0,1.0,151060,Jardim Casablanca,Apartamento,Apartamento
6783,59.0,1.0,0.0,2.0,1.0,147000,Jardim Umuarama,Apartamento,Apartamento
6785,89.0,2.0,1.0,3.0,2.0,371000,Jardim São Luís,Casa de dois andares,Casa
6786,50.0,1.0,0.0,2.0,1.0,175000,Parque Munhoz,Apartamento,Apartamento
6787,50.0,1.0,0.0,2.0,1.0,175000,Jardim Catanduva,Apartamento,Apartamento
6788,58.0,1.0,0.0,2.0,1.0,161000,Jardim Paris,Apartamento,Apartamento
6790,59.0,1.0,0.0,2.0,1.0,136500,Jardim Umuarama,Apartamento,Apartamento
6792,60.0,1.0,0.0,2.0,1.0,182000,Jardim Sao Luiz,Apartamento,Apartamento
6794,68.0,2.0,1.0,3.0,2.0,329000,Vila Andrade,Apartamento,Apartamento
6796,59.0,1.0,0.0,2.0,1.0,146999,Jardim Umuarama,Apartamento,Apartamento
6797,59.0,1.0,0.0,2.0,1.0,129499,Jardim Umuarama,Apartamento,Apartamento
6799,80.0,3.0,0.0,2.0,1.0,280000,Jardim Maria Virginia,Apartamento,Apartamento
6802,70.0,1.0,0.0,3.0,1.0,203000,Vila das Belezas,Apartamento,Apartamento
6804,50.0,1.0,0.0,2.0,1.0,150500,Parque Santo Antônio,Apartamento,Apartamento
6805,50.0,1.0,0.0,2.0,1.0,139930,Jardim Umarizal,Apartamento,Apartamento
6807,50.0,1.0,0.0,2.0,1.0,150500,Campo Limpo,Apartamento,Apartamento
6808,52.0,1.0,0.0,2.0,1.0,161000,Jardim Paris,Apartamento,Apartamento
6809,50.0,1.0,0.0,2.0,1.0,136500,Jardim Mitsutani,Apartamento,Apartamento
6810,68.0,2.0,1.0,3.0,2.0,328999,Vila Andrade,Apartamento,Apartamento
6813,54.0,1.0,0.0,2.0,1.0,188999,Jardim Umarizal,Apartamento,Apartamento
6814,59.0,2.0,1.0,2.0,1.0,325780,Vila Dom Pedro I,Apartamento,Apartamento
6815,180.0,3.0,1.0,3.0,3.0,336000,Jardim Casablanca,Casa de dois andares,Casa
6816,56.0,1.0,0.0,2.0,1.0,139300,Chácara Santa Maria,Apartamento,Apartamento
6817,85.0,3.0,2.0,3.0,1.0,475999,Parque São Jorge,Apartamento,Apartamento
6819,56.0,1.0,0.0,3.0,1.0,182000,Parque Santo Antônio,Apartamento,Apartamento
6820,225.0,2.0,1.0,3.0,4.0,371000,Vila das Belezas,Casa de dois andares,Casa
6823,52.0,1.0,0.0,2.0,1.0,136500,Parque Santo Antônio,Apartamento,Apartamento
6824,55.0,1.0,0.0,2.0,1.0,199500,Parque Reboucas,Apartamento,Apartamento
6828,50.0,1.0,0.0,2.0,1.0,136500,Parque Santo Antônio,Apartamento,Apartamento
6831,56.0,1.0,0.0,2.0,1.0,133000,Jardim Mitsutani,Apartamento,Apartamento
6832,50.0,1.0,0.0,2.0,1.0,139930,Jardim Mitsutani,Apartamento,Apartamento
6833,50.0,1.0,0.0,3.0,1.0,182000,Parque Santo Antônio,Apartamento,Apartamento
6842,56.0,1.0,0.0,2.0,1.0,150500,Jardim Wanda,Apartamento,Apartamento
6843,55.0,1.0,0.0,3.0,1.0,182000,Parque Santo Antônio,Apartamento,Apartamento
6857,58.0,1.0,0.0,2.0,1.0,143500,Jardim Umuarama,Apartamento,Apartamento
6865,54.0,1.0,0.0,2.0,1.0,129499,Jardim Umarizal,Apartamento,Apartamento
6867,70.0,1.0,0.0,3.0,1.0,157500,Campo Limpo,Apartamento,Apartamento
6868,48.0,1.0,0.0,2.0,1.0,151200,Jardim Paris,Apartamento,Apartamento
6871,55.0,1.0,0.0,2.0,1.0,182000,Jardim Casablanca,Apartamento,Apartamento
6872,50.0,1.0,0.0,2.0,1.0,140000,Parque Santo Antônio,Apartamento,Apartamento
6874,54.0,1.0,0.0,2.0,1.0,147000,Jardim Brasilia,Apartamento,Apartamento
6875,58.0,1.0,0.0,2.0,1.0,164500,Vila das Belezas,Apartamento,Apartamento
6876,57.0,1.0,1.0,2.0,1.0,214899,Parque Rebouças,Apartamento,Apartamento
6877,56.0,1.0,0.0,2.0,1.0,230999,Vila das Belezas,Apartamento,Apartamento
6878,56.0,1.0,0.0,2.0,1.0,168000,Parque Rebouças,Apartamento,Apartamento
6881,50.0,1.0,0.0,2.0,1.0,129499,Campo Limpo,Apartamento,Apartamento
6884,49.0,1.0,0.0,2.0,1.0,112000,Jardim Casablanca,Apartamento,Apartamento
6888,57.0,1.0,0.0,2.0,1.0,174999,Jardim Umarizal,Apartamento,Apartamento
6889,50.0,1.0,0.0,2.0,1.0,139930,Vila Fazzeoni,Apartamento,Apartamento
6892,52.0,1.0,0.0,2.0,1.0,154000,Jardim Mitsutani,Apartamento,Apartamento
6893,85.0,1.0,0.0,3.0,1.0,199500,Vila Maracanã,Apartamento,Apartamento
6898,50.0,1.0,0.0,2.0,1.0,157500,Jardim Paris,Apartamento,Apartamento
6899,70.0,1.0,0.0,2.0,1.0,189000,Parque Munhoz,Apartamento,Apartamento
6902,55.0,1.0,0.0,2.0,1.0,164500,Parque Rebouças,Apartamento,Apartamento
6904,110.0,3.0,2.0,2.0,2.0,273000,Jardim Maria Duarte,Apartamento,Apartamento
6908,50.0,1.0,0.0,2.0,1.0,224000,Parque Rebouças,Apartamento,Apartamento
6910,58.0,1.0,0.0,2.0,1.0,196000,Parque Munhoz,Apartamento,Apartamento
6914,69.0,1.0,0.0,2.0,1.0,220500,Parque Munhoz,Apartamento,Apartamento
6916,52.0,1.0,0.0,2.0,1.0,154000,Parque Munhoz,Apartamento,Apartamento
6920,50.0,1.0,0.0,2.0,1.0,140000,Jardim Mitsutani,Apartamento,Apartamento
6921,54.0,1.0,0.0,2.0,1.0,140000,Jardim Umuarama,Apartamento,Apartamento
6922,54.0,1.0,0.0,2.0,1.0,129499,Campo Limpo,Apartamento,Apartamento
6925,78.0,1.0,0.0,3.0,1.0,251929,Jardim Japão,Apartamento,Apartamento
6928,54.0,1.0,0.0,2.0,1.0,150500,Parque Munhoz,Apartamento,Apartamento
6931,50.0,1.0,0.0,2.0,1.0,118999,Campo Limpo,Apartamento,Apartamento
6932,80.0,1.0,0.0,3.0,1.0,168000,Jardim Umuarama,Apartamento,Apartamento
6933,85.0,1.0,0.0,3.0,1.0,160999,Jardim Umarizal,Apartamento,Apartamento
6936,41.0,1.0,0.0,1.0,1.0,157500,Paraíso do Morumbi,Apartamento,Apartamento
6937,85.0,1.0,0.0,3.0,1.0,143500,Chácara Santa Maria,Apartamento,Apartamento
6940,56.0,1.0,0.0,2.0,1.0,150500,Chacara Santa Maria,Apartamento,Apartamento
6941,50.0,1.0,0.0,2.0,1.0,140000,Jardim Paris,Apartamento,Apartamento
6944,76.0,1.0,0.0,2.0,1.0,164500,Jardim Sandra,Apartamento,Apartamento
6945,78.0,1.0,0.0,3.0,1.0,272300,Jardim das Flores,Apartamento,Apartamento
6946,65.0,1.0,0.0,3.0,1.0,182000,Parque Santo Antônio,Apartamento,Apartamento
6948,54.0,1.0,0.0,2.0,1.0,196000,Chacara Nossa Senhora do Bom Conselho,Apartamento,Apartamento
6956,56.0,1.0,0.0,2.0,1.0,168000,Parque Munhoz,Apartamento,Apartamento
6957,50.0,1.0,0.0,2.0,1.0,140000,Jardim Umuarama,Apartamento,Apartamento
6958,52.0,1.0,0.0,2.0,1.0,199500,Parque Maria Helena,Apartamento,Apartamento
6961,54.0,1.0,0.0,2.0,1.0,175000,Jardim Dom José,Apartamento,Apartamento
6963,50.0,1.0,0.0,2.0,1.0,147000,Parque Munhoz,Apartamento,Apartamento
6964,50.0,1.0,0.0,2.0,1.0,132300,Jardim Leônidas Moreira I,Apartamento,Apartamento
6970,57.0,1.0,1.0,2.0,1.0,214900,Parque Reboucas,Apartamento,Apartamento
6972,54.0,1.0,0.0,2.0,1.0,185500,Parque Maria Helena,Apartamento,Apartamento
6973,60.0,1.0,0.0,3.0,1.0,182000,Parque Santo Antônio,Apartamento,Apartamento
6974,59.0,1.0,0.0,2.0,1.0,140000,Jardim Umuarama,Apartamento,Apartamento
6976,55.0,1.0,0.0,2.0,1.0,175000,Jardim Umarizal,Apartamento,Apartamento
6977,53.0,1.0,0.0,2.0,1.0,199499,Parque Maria Helena,Apartamento,Apartamento
6978,54.0,1.0,0.0,2.0,1.0,196000,Chácara Nossa Senhora do Bom Conselho,Apartamento,Apartamento
6980,56.0,1.0,0.0,2.0,1.0,167999,Parque Reboucas,Apartamento,Apartamento
6981,115.0,2.0,1.0,3.0,1.0,230999,Jardim Maria Virginia,Apartamento,Apartamento
6984,58.0,1.0,0.0,2.0,1.0,140000,Jardim Umuarama,Apartamento,Apartamento
6986,48.0,1.0,0.0,2.0,1.0,189000,Parque Rebouças,Apartamento,Apartamento
6988,60.0,1.0,0.0,2.0,1.0,182000,Jardim Iracema,Apartamento,Apartamento
6994,50.0,1.0,0.0,2.0,1.0,154000,Jardim Catanduva,Apartamento,Apartamento
6999,50.0,1.0,0.0,2.0,1.0,153930,Jardim Brasilia,Apartamento,Apartamento
7000,56.0,1.0,0.0,2.0,1.0,175000,Jardim Umarizal,Apartamento,Apartamento
7001,73.0,2.0,1.0,3.0,1.0,216999,Campo Limpo,Apartamento,Apartamento
7002,50.0,1.0,0.0,2.0,1.0,143500,Parque Santo Antônio,Apartamento,Apartamento
7007,350.0,6.0,2.0,4.0,4.0,2240000,Sumarezinho,Cobertura,Apartamento
7009,56.0,1.0,0.0,2.0,1.0,140000,Jardim Umuarama,Apartamento,Apartamento
7012,50.0,1.0,0.0,2.0,1.0,115499,Jardim Imbé,Apartamento,Apartamento
7013,125.0,3.0,1.0,3.0,3.0,371000,Jardim Casablanca,Casa de dois andares,Casa
7014,52.0,1.0,0.0,2.0,1.0,189000,Jardim Maria Duarte,Apartamento,Apartamento
7016,54.0,1.0,0.0,2.0,1.0,213500,Parque Maria Helena,Apartamento,Apartamento
7018,55.0,1.0,0.0,2.0,1.0,133000,Conjunto Habitacional Instituto Adventista,Apartamento,Apartamento
7019,56.0,1.0,0.0,2.0,1.0,171500,Vila Prel,Apartamento,Apartamento
7020,50.0,1.0,0.0,2.0,1.0,125299,Jardim Mitsutani,Apartamento,Apartamento
7022,65.0,1.0,0.0,2.0,1.0,182000,Parque Santo Antônio,Apartamento,Apartamento
7033,50.0,1.0,0.0,2.0,1.0,147000,Jardim Paris,Apartamento,Apartamento
7034,58.0,1.0,0.0,2.0,1.0,147000,Jardim Brasilia,Apartamento,Apartamento
7042,50.0,1.0,0.0,2.0,1.0,139300,Jardim Umarizal,Apartamento,Apartamento
7045,55.0,1.0,0.0,2.0,1.0,258999,Vila Erna,Apartamento,Apartamento
7046,56.0,1.0,0.0,2.0,1.0,136500,Jardim Brasília,Prédio Residencial,Apartamento
7052,103.0,2.0,1.0,4.0,2.0,471799,Vila Carrão,Apartamento,Apartamento
7054,110.0,2.0,1.0,3.0,2.0,357000,Jardim Monte Kemel,Casa de dois andares,Casa
7055,88.0,2.0,0.0,3.0,1.0,403200,Jabaquara,Apartamento,Apartamento
7057,55.0,1.0,1.0,2.0,1.0,220500,Vila Independência,Apartamento,Apartamento
7061,96.0,3.0,1.0,3.0,1.0,588000,Morumbi,Apartamento,Apartamento
7069,326.0,7.0,4.0,4.0,4.0,2534000,Vila Mariana,Cobertura,Apartamento
7073,50.0,2.0,2.0,1.0,1.0,756000,Morro dos Ingleses,Apartamento,Apartamento
7074,55.0,1.0,0.0,2.0,1.0,228900,Jardim Previdência,Apartamento,Apartamento
7075,57.0,1.0,0.0,2.0,1.0,154000,Jardim Umuarama,Apartamento,Apartamento
7079,60.0,1.0,0.0,2.0,1.0,157500,Jardim Umuarama,Apartamento,Apartamento
7081,63.0,1.0,0.0,3.0,1.0,237999,Vila Constança,Apartamento,Apartamento
7082,56.0,1.0,0.0,2.0,1.0,189000,Jardim Lallo,Apartamento,Apartamento
7083,76.0,3.0,1.0,3.0,2.0,350000,Jardim Marajoara,Apartamento,Apartamento
7084,83.0,2.0,1.0,3.0,1.0,343000,Vila Isa,Apartamento,Apartamento
7085,65.0,2.0,0.0,2.0,1.0,210000,Vila do Castelo,Apartamento,Apartamento
7086,47.0,1.0,0.0,2.0,1.0,189000,Jardim Ubirajara,Apartamento,Apartamento
7088,65.0,1.0,0.0,2.0,1.0,315000,Jardim Umuarama,Apartamento,Apartamento
7089,55.0,1.0,0.0,2.0,1.0,196000,Vila Guilherme,Apartamento,Apartamento
7090,60.0,1.0,0.0,2.0,1.0,235199,Brás,Apartamento,Apartamento
7095,62.0,2.0,0.0,2.0,1.0,157500,Parada XV de Novembro,Condomínio,Outro
7097,62.0,2.0,0.0,1.0,1.0,264600,Campo Belo,Apartamento,Apartamento
7099,47.0,1.0,0.0,2.0,1.0,150500,Parque São Lourenço,Apartamento,Apartamento
7108,95.0,3.0,1.0,3.0,2.0,637000,Várzea de Baixo,Apartamento,Apartamento
7109,52.0,1.0,0.0,2.0,1.0,196000,Jardim Palmares,Apartamento,Apartamento
7113,68.0,2.0,0.0,2.0,1.0,244999,Vila Anhanguera,Apartamento,Apartamento
7114,80.0,1.0,0.0,2.0,2.0,182000,Guarapiranga,Apartamento,Apartamento
7116,110.0,3.0,1.0,2.0,1.0,745360,Jardim América,Apartamento,Apartamento
7117,229.0,3.0,1.0,3.0,3.0,1463000,Indianópolis,Cobertura,Apartamento
7120,105.0,2.0,1.0,3.0,2.0,722400,Vila Cruzeiro,Apartamento,Apartamento
7133,75.0,1.0,0.0,3.0,1.0,157500,Jardim Umarizal,Apartamento,Apartamento
7134,75.0,1.0,0.0,2.0,1.0,165199,Jardim Sandra,Apartamento,Apartamento
7139,56.0,1.0,0.0,2.0,1.0,210000,Fazenda Morumbi,Apartamento,Apartamento
7140,127.0,2.0,1.0,3.0,2.0,342930,Jardim Ampliação,Apartamento,Apartamento
7147,55.0,1.0,0.0,2.0,1.0,164430,Parque Rebouças,Apartamento,Apartamento
7149,50.0,1.0,0.0,2.0,1.0,220500,Parque Munhoz,Apartamento,Apartamento
7151,52.0,1.0,0.0,2.0,1.0,139930,Parque Santo Antônio,Apartamento,Apartamento
7156,54.0,1.0,0.0,2.0,1.0,133000,Jardim Umarizal,Apartamento,Apartamento
7159,120.0,3.0,1.0,3.0,2.0,371000,Jardim São Luís,Casa de dois andares,Casa
7160,65.0,1.0,0.0,2.0,1.0,182000,Vila das Belezas,Apartamento,Apartamento
7162,52.0,1.0,0.0,2.0,1.0,185500,Parque Munhoz,Apartamento,Apartamento
7164,55.0,1.0,1.0,2.0,1.0,237999,Vila das Belezas,Apartamento,Apartamento
7167,56.0,1.0,0.0,2.0,1.0,135100,Jardim Eledy,Apartamento,Apartamento
7170,50.0,1.0,0.0,2.0,1.0,139300,Jardim Mitsutani,Apartamento,Apartamento
7172,85.0,1.0,0.0,2.0,1.0,190129,Água Branca,Casa,Casa
7186,76.0,1.0,1.0,2.0,2.0,339500,Vila das Belezas,Apartamento,Apartamento
7187,50.0,1.0,0.0,2.0,1.0,196000,Pq. Maria Helena,Apartamento,Apartamento
7192,54.0,1.0,0.0,2.0,1.0,168000,Vila Maracanã,Apartamento,Apartamento
7193,54.0,1.0,0.0,2.0,1.0,125999,Jardim Mitsutani,Apartamento,Apartamento
7194,50.0,1.0,0.0,2.0,1.0,150500,Parque Munhoz,Apartamento,Apartamento
7195,58.0,1.0,0.0,2.0,1.0,161000,Jardim Brasília,Apartamento,Apartamento
7197,56.0,1.0,0.0,2.0,1.0,168000,Guarapiranga,Apartamento,Apartamento
7200,51.0,1.0,0.0,2.0,1.0,182000,Jardim Casablanca,Apartamento,Apartamento
7205,80.0,2.0,1.0,3.0,1.0,230999,Jardim Maria Virginia,Apartamento,Apartamento
7209,48.0,1.0,0.0,2.0,1.0,150500,Campo Limpo,Apartamento,Apartamento
7211,70.0,1.0,0.0,3.0,1.0,213500,Campo Limpo,Apartamento,Apartamento
7216,50.0,1.0,0.0,2.0,1.0,118859,Campo Limpo,Apartamento,Apartamento
7218,63.0,2.0,1.0,2.0,1.0,290500,Belenzinho,Apartamento,Apartamento
7219,50.0,1.0,0.0,2.0,1.0,147000,Jardim Umuarama,Apartamento,Apartamento
7224,56.0,1.0,0.0,2.0,1.0,147000,Jardim Umuarama,Apartamento,Apartamento
7249,60.0,1.0,0.0,3.0,1.0,157500,Parque Santo Antônio,Apartamento,Apartamento
7261,49.0,1.0,0.0,2.0,1.0,124949,Jardim Mitsutani,Apartamento,Apartamento
7264,85.0,1.0,0.0,3.0,1.0,199500,Parque Munhoz,Apartamento,Apartamento
7270,90.0,2.0,1.0,3.0,1.0,301000,Jardim da Campina,Apartamento,Apartamento
7271,127.0,2.0,1.0,3.0,2.0,343000,Jardim Ampliação,Apartamento,Apartamento
7275,50.0,1.0,0.0,1.0,1.0,133000,Parque Munhoz,Apartamento,Apartamento
7285,80.0,1.0,1.0,3.0,1.0,266000,Vila Prel,Apartamento,Apartamento
7287,48.0,1.0,0.0,2.0,1.0,147000,Jardim Umarizal,Apartamento,Apartamento
7288,54.0,1.0,0.0,2.0,1.0,139930,Jardim Umarizal,Apartamento,Apartamento
7289,54.0,1.0,0.0,2.0,1.0,175000,Vila Maracana,Apartamento,Apartamento
7294,48.0,1.0,0.0,2.0,1.0,196000,Morumbi,Apartamento,Apartamento
7296,66.0,2.0,1.0,2.0,1.0,357000,Parque São Jorge,Apartamento,Apartamento
7303,52.0,1.0,0.0,2.0,1.0,150500,Parque Santo Antônio,Apartamento,Apartamento
7304,55.0,1.0,0.0,2.0,1.0,139230,Parque Santo Antônio,Apartamento,Apartamento
7310,50.0,1.0,0.0,2.0,1.0,133000,Jardim Mitsutani,Apartamento,Apartamento
7313,130.0,3.0,1.0,3.0,2.0,371000,Jardim Casablanca,Casa de dois andares,Casa
7317,48.0,1.0,0.0,2.0,1.0,124949,Jardim Mitsutani,Apartamento,Apartamento
7320,50.0,1.0,0.0,2.0,1.0,164500,Jardim Catanduva,Apartamento,Apartamento
7325,56.0,1.0,0.0,2.0,1.0,182000,Parque Santo Antônio,Apartamento,Apartamento
7333,80.0,1.0,0.0,3.0,1.0,167300,Jardim Umuarama,Apartamento,Apartamento
7334,54.0,1.0,0.0,2.0,1.0,154000,Parque Munhoz,Apartamento,Apartamento
7343,51.0,1.0,0.0,2.0,1.0,153999,Parque Munhoz,Apartamento,Apartamento
7344,54.0,1.0,0.0,2.0,1.0,220500,Chacara Nossa Senhora do Bom Conselho,Apartamento,Apartamento
7354,56.0,1.0,0.0,2.0,1.0,147000,Vila Pirajussara,Apartamento,Apartamento
7359,49.0,1.0,0.0,2.0,1.0,156799,Parque Munhoz,Apartamento,Apartamento
7360,55.0,1.0,0.0,2.0,1.0,174999,Jardim Mitsutani,Apartamento,Apartamento
7366,50.0,1.0,0.0,2.0,1.0,139300,Parque Santo Antônio,Prédio Residencial,Apartamento
7367,103.0,2.0,1.0,2.0,2.0,595000,Parque Rebouças,Apartamento,Apartamento
7374,50.0,1.0,0.0,2.0,1.0,133000,Conjunto Habitacional Instituto Adventista,Apartamento,Apartamento
7381,80.0,1.0,1.0,3.0,1.0,266000,Vila das Belezas,Apartamento,Apartamento
7384,64.0,1.0,0.0,2.0,1.0,139300,Parque Rebouças,Apartamento,Apartamento
7391,70.0,1.0,0.0,2.0,1.0,157500,Campo Limpo,Apartamento,Apartamento
7392,50.0,1.0,0.0,2.0,1.0,489999,Jardim São Luís,Apartamento,Apartamento
7393,50.0,1.0,0.0,2.0,1.0,122499,Valo Velho,Apartamento,Apartamento
7396,56.0,1.0,0.0,2.0,1.0,164500,Vila das Belezas,Apartamento,Apartamento
7398,59.0,1.0,0.0,2.0,1.0,136815,Jardim Umuarama,Apartamento,Apartamento
7400,50.0,1.0,0.0,2.0,1.0,132930,Jardim Leônidas Moreira I,Apartamento,Apartamento
7403,55.0,1.0,0.0,3.0,1.0,157500,Jardim Umarizal,Apartamento,Apartamento
7407,54.0,1.0,0.0,2.0,1.0,217000,Parque Maria Helena,Apartamento,Apartamento
7411,56.0,1.0,0.0,2.0,1.0,150500,Parque Munhoz,Apartamento,Apartamento
7426,56.0,1.0,0.0,2.0,1.0,115499,Jardim Mitsutani,Apartamento,Apartamento
7429,50.0,1.0,0.0,2.0,1.0,147000,Parque Santo Antônio,Apartamento,Apartamento
7430,50.0,1.0,0.0,2.0,1.0,182000,Parque Munhoz,Apartamento,Apartamento
7431,58.0,1.0,0.0,2.0,1.0,129499,Campo Limpo,Apartamento,Apartamento
7433,59.0,1.0,0.0,2.0,1.0,136773,Jardim Umuarama,Apartamento,Apartamento
7434,74.0,1.0,1.0,2.0,1.0,298199,Vila Andrade,Apartamento,Apartamento
7445,57.0,1.0,0.0,2.0,1.0,154000,Jardim Lidia,Apartamento,Apartamento
7450,50.0,1.0,0.0,2.0,1.0,154000,Jardim Umuarama,Apartamento,Apartamento
7457,55.0,1.0,0.0,2.0,1.0,210000,Vila das Belezas,Apartamento,Apartamento
7459,57.0,1.0,1.0,2.0,1.0,217000,Parque Reboucas,Apartamento,Apartamento
7461,56.0,1.0,0.0,2.0,1.0,125999,Jardim Umarizal,Apartamento,Apartamento
7464,60.0,1.0,0.0,2.0,1.0,192500,Desconhecido,Apartamento,Apartamento
7466,80.0,3.0,0.0,2.0,2.0,248499,Campo Limpo,Apartamento,Apartamento
7479,52.0,1.0,0.0,2.0,1.0,136500,Capão Redondo,Apartamento,Apartamento
7482,50.0,1.0,0.0,2.0,1.0,143500,Parque Munhoz,Apartamento,Apartamento
7492,65.0,2.0,2.0,2.0,2.0,315000,Jardim Ampliação,Apartamento,Apartamento
7494,65.0,1.0,0.0,3.0,1.0,273000,Vila Emir,Apartamento,Apartamento
7496,140.0,3.0,2.0,2.0,2.0,510999,Jardim Colombo,Apartamento,Apartamento
7502,47.0,1.0,0.0,2.0,1.0,161000,Parque Munhoz,Prédio Residencial,Apartamento
7505,41.0,1.0,0.0,2.0,1.0,59534,Jardim Laura,Apartamento,Apartamento
7507,75.0,2.0,1.0,2.0,1.0,178836,City Jaragua,Condomínio,Outro
7512,54.0,1.0,0.0,2.0,1.0,181999,Vila das Belezas,Apartamento,Apartamento
7518,50.0,1.0,0.0,2.0,1.0,139300,Jardim Paris,Apartamento,Apartamento
7519,50.0,1.0,0.0,2.0,1.0,150500,Jardim Umuarama,Apartamento,Apartamento
7521,70.0,1.0,0.0,3.0,1.0,189000,Vila das Belezas,Apartamento,Apartamento
7527,48.0,1.0,0.0,2.0,1.0,189000,Parque Reboucas,Apartamento,Apartamento
7528,56.0,1.0,0.0,2.0,1.0,196000,Parque Munhoz,Apartamento,Apartamento
7532,52.0,1.0,0.0,2.0,1.0,217000,Guarapiranga,Apartamento,Apartamento
7535,90.0,1.0,0.0,3.0,1.0,244999,Vila Prel,Apartamento,Apartamento
7537,89.0,1.0,0.0,3.0,1.0,244282,Jaguaré,Apartamento,Apartamento
7538,48.0,1.0,0.0,2.0,1.0,251999,Parque Reboucas,Apartamento,Apartamento
7543,45.0,1.0,0.0,2.0,1.0,154000,Jardim Umarizal,Apartamento,Apartamento
7545,48.0,1.0,0.0,2.0,1.0,157499,Jardim Umarizal,Apartamento,Apartamento
7546,54.0,1.0,0.0,2.0,1.0,168000,Jardim Catanduva,Apartamento,Apartamento
7549,58.0,1.0,0.0,2.0,1.0,154000,Jardim Umuarama,Apartamento,Apartamento
7550,50.0,1.0,0.0,2.0,1.0,115499,Jardim Mitsutani,Apartamento,Apartamento
7551,59.0,1.0,0.0,2.0,1.0,137192,Jardim Umuarama,Apartamento,Apartamento
